"Freq [GHz]","AbsorbanceTM []","AbsorbanceTE []"
75,0.00244968578056481,0.00249588560497005
75.03,0.00246288847601361,0.0025104082132672
75.06,0.0024764285974973,0.00252531249011012
75.09,0.0024903180705339,0.00254061369667802
75.12,0.00250457353245892,0.00255633203691963
75.15,0.00251921568799596,0.00257249203859977
75.18,0.00253426884620944,0.00258912211935669
75.21,0.00254976060938028,0.00260625430847106
75.24,0.00256572169046154,0.00262392410131507
75.27,0.00258218584091263,0.00264217042872261
75.3,0.00259918987512553,0.00266103572801435
75.33,0.00261677378138658,0.00268056610633072
75.36,0.0026349809120414,0.002700811589749
75.39,0.00265385824897779,0.00272182645529728
75.42,0.00267345674229291,0.00274366964491879
75.45,0.00269383172318116,0.00276640526381422
75.48,0.00271504339351303,0.00279010316732431
75.51,0.0027371573975552,0.00281483964376339
75.54,0.00276024548339537,0.00284069820315747
75.57,0.00278438626420896,0.00286777048484244
75.6,0.00280966609249078,0.0028961573004308
75.63,0.00283618006356889,0.00292596983255344
75.66,0.00286403316870787,0.00295733101458717
75.69,0.00289334162251709,0.00299037712205474
75.72,0.00292423439484035,0.00302525961311906
75.75,0.00295685498393317,0.00306214726382481
75.78,0.00299136347589057,0.00310122865393436
75.81,0.00302793894489628,0.00314271507130526
75.84,0.00306678226172286,0.00318684391885493
75.87,0.00310811939282962,0.00323388272711977
75.9,0.00315220529197402,0.00328413390018878
75.93,0.00319932851080529,0.00333794035409218
75.96,0.00324981668590352,0.00339569224631997
75.99,0.00330404309974242,0.00345783504656161
76.02,0.00336243456427843,0.0035248792647754
76.05,0.00342548094304118,0.00359741223955456
76.08,0.00349374671406444,0.00367611250240685
76.11,0.00356788509175121,0.0037617673845205
76.14,0.0036486553774433,0.00385529473199331
76.17,0.0037369444130283,0.0039577698653932
76.2,0.00383379328717948,0.00407045928499739
76.23,0.00394043081946471,0.00419486312468653
76.26,0.00405831586502803,0.00433276905285174
76.29,0.00418919120119621,0.00448632129137361
76.32,0.00433515277151253,0.00465810980557946
76.35,0.00449873950430479,0.0048512866988687
76.38,0.00468305100685695,0.00506971973215553
76.41,0.00489190348565782,0.00531819715088477
76.44,0.00513003877725537,0.00560270440234434
76.47,0.00540340822559982,0.00593080310045691
76.5,0.00571956368746918,0.00631215781370642
76.53,0.00608820449232483,0.00675928043261842
76.56,0.00652195571349734,0.00728860118759966
76.59,0.0070374966620449,0.00792204092281068
76.62,0.00765723191400247,0.00868937155744598
76.65,0.00841182452950384,0.0096318502575885
76.68,0.00934413937942469,0.0108079763950234
76.71,0.0105155688990614,0.0123029126399974
76.74,0.0120165362218927,0.0142444902520186
76.77,0.0139846429706727,0.0168316098986159
76.8,0.0166375210915914,0.0203872871306819
76.83,0.0203356767753874,0.0254639721136722
76.86,0.0257109561592332,0.033068726918303
76.89,0.0339513582366372,0.0451906192298126
76.92,0.0474996679582623,0.0661850497036599
76.95,0.0720013988728996,0.106964443202832
76.98,0.122691088523089,0.199958545031073
77.01,0.249443814852913,0.455124352848064
77.04,0.622994779184574,0.961973678689333
77.07,0.95943509666175,0.627429228859747
77.1,0.420671211707362,0.25744162196981
77.13,0.178086361524636,0.126719938012557
77.16,0.093380566585935,0.0737955812235304
77.19,0.0569511557428399,0.048175046642745
77.22,0.0384316002874465,0.0340481369052394
77.25,0.0278473662312868,0.0254980362322603
77.28,0.0212684789517986,0.0199547515116183
77.31,0.016915494486997,0.0161672310581993
77.34,0.0138933842324271,0.0134704973273109
77.37,0.0117138592001872,0.0114857199935391
77.4,0.0100928191798892,0.00998468756847692
77.43,0.00885612056379026,0.00882346994589589
77.46,0.00789232551568886,0.0079077475138204
77.49,0.00712750152545827,0.00717367265635616
77.52,0.00651106941455826,0.00657680557011198
77.55,0.00600750021279117,0.00608545982893338
77.58,0.00559125695506268,0.00567656074810519
77.61,0.00524361102077275,0.00533298940665172
77.64,0.00495058019143313,0.00504183391098678
77.67,0.00470155904464897,0.00479321074171535
77.7,0.00448838854527922,0.00457945355260736
77.73,0.00430471115042486,0.00439454427501107
77.76,0.00414551564150101,0.00423370731805106
77.79,0.00400681055440044,0.00409311560846193
77.82,0.00388538635681523,0.00396967463277198
77.85,0.00377863988122218,0.00386086172854616
77.88,0.00368444309006211,0.00376460506840826
77.91,0.00360104384791693,0.00367919153602458
77.94,0.00352699009596069,0.00360319588628477
77.97,0.00346107134091811,0.00353542576315558
78,0.00340227309344765,0.00347487865440266
