"Freq [GHz]","AbsorbanceTM []","AbsorbanceTE []"
75,0.0196121955129293,0.0242645587864406
75.03,0.0229524552717025,0.0296569724464937
75.06,0.0289444064969235,0.0395773578513898
75.09,0.041327400681657,0.060912937532334
75.12,0.0732482700927269,0.120422946775469
75.15,0.195823791737055,0.377656110209142
75.18,0.937156984160445,0.865157156831315
75.21,0.257663574113037,0.208715144789628
75.24,0.0703971393649719,0.0738642980543293
75.27,0.0336154030595892,0.0389059300932926
75.3,0.0215765201895992,0.0258554060457944
75.33,0.0170239271182056,0.0203175481847687
75.36,0.0180406332644021,0.0199932491896651
75.39,0.0311210982486908,0.0279077064027216
75.42,0.0167940521262091,0.0158358961369345
75.45,0.0117230033681929,0.0119232910530253
75.48,0.0100275741855337,0.0105038310777649
75.51,0.00916904469178415,0.00971215005208903
75.54,0.00863053593604335,0.00917688479141776
75.57,0.00825016196272943,0.00877822095951497
75.6,0.00796073284765952,0.00846361109732874
75.63,0.00772887748761852,0.00820529457652952
75.66,0.00753592823114868,0.00798680734251411
75.69,0.0073705482554236,0.00779762057215394
75.72,0.00722543290732247,0.00763064163512628
75.75,0.00709566204261036,0.00748090790870759
75.78,0.0069778053953774,0.00734484466981933
75.81,0.00686940441915307,0.00721981646724468
75.84,0.00676865648080627,0.00710384274912368
75.87,0.00667421431914561,0.00699541077551746
75.9,0.00658505433627199,0.00689334878745551
75.93,0.00650038762858585,0.00679673786892343
75.96,0.00641959843669482,0.00670484940372773
75.99,0.00634220068014935,0.00661709989009929
76.02,0.00626780670811333,0.00653301777956716
76.05,0.00619610447487673,0.00645221880062219
76.08,0.00612684063191093,0.00637438736659612
76.11,0.00605980784333837,0.0062992624101279
76.14,0.00599483515954891,0.00622662647940264
76.17,0.00593178063467625,0.00615629726639533
76.2,0.00587052560982881,0.00608812096756028
76.23,0.0058109702464384,0.006021967038772
76.26,0.00575303000747684,0.00595772402099704
76.29,0.00569663286327848,0.00589529619437579
76.32,0.00564171705713468,0.00583460087930721
76.35,0.00558822930576741,0.00577556624552866
76.38,0.00553612334089848,0.00571812952347128
76.41,0.00548535872000533,0.00566223553596701
76.44,0.0054358998512718,0.00560783548698085
76.47,0.00538771518926107,0.00555488595691878
76.5,0.00534077656899368,0.0055033480664155
76.53,0.00529505865128777,0.00545318677662765
76.56,0.00525053845935941,0.00540437030199892
76.59,0.00520719499001021,0.00535686961549642
76.62,0.00516500888647242,0.00531065803057207
76.65,0.00512396216255895,0.0052657108471541
76.68,0.00508403796899215,0.00522200505058845
76.71,0.00504522039642308,0.00517951905638203
76.74,0.00500749430819047,0.00513823249242917
76.77,0.004970845199333,0.00509812601403292
76.8,0.00493525907748926,0.00505918114640702
76.83,0.0049007223632358,0.00502138015134512
76.86,0.00486722180683796,0.0049847059143322
76.89,0.00483474441961096,0.00494914184969408
76.92,0.00480327741831854,0.00491467182169825
76.95,0.00477280818072889,0.00488128007929545
76.98,0.00474332421147483,0.00484895120326068
77.01,0.00471481311735011,0.00481767006455791
77.04,0.00468726259063346,0.00478742179224834
77.07,0.00466066040035584,0.00475819175060954
77.1,0.00463499439045845,0.00472996552422467
77.13,0.0046102524845848,0.00470272891060042
77.16,0.00458642269684661,0.00467646791951504
77.19,0.00456349314858384,0.00465116877897309
77.22,0.0045414520902336,0.00462681794678421
77.25,0.00452028792842329,0.00460340212777277
77.28,0.00449998925806694,0.00458090829632518
77.31,0.0044805448988654,0.00455932372358236
77.34,0.00446194393646016,0.00453863600950566
77.37,0.00444417576791267,0.00451883311937662
77.4,0.004427230151131,0.00449990342435436
77.43,0.00441109725849187,0.00448183574627359
77.46,0.00439576773431338,0.00446461940631582
77.49,0.00438123275598867,0.00444824427731172
77.52,0.00436748409878629,0.00443270083968228
77.55,0.00435451420434751,0.00441798024101303
77.58,0.00434231625256154,0.0044040743589161
77.61,0.00433088423662908,0.00439097586698489
77.64,0.00432021304149977,0.00437867830401839
77.67,0.00431029852572562,0.0043671761465236
77.7,0.0043011376058415,0.00435646488362662
77.73,0.00429272834399552,0.00434654109508403
77.76,0.00428507003873368,0.00433740253230608
77.79,0.00427816331789066,0.00432904820134405
77.82,0.00427201023469648,0.00432147844893449
77.85,0.00426661436613929,0.00431469505064763
77.88,0.00426198091368146,0.00430870130124927
77.91,0.00425811680671251,0.00430350210764308
77.94,0.00425503080753376,0.00429910408320311
77.97,0.00425273361882206,0.00429551564444153
78,0.00425123799281124,0.00429274710927741
