"angle [deg]","Freq [GHz]","AbsorbanceTE []","AbsorbanceTM []"
0,75,0.0062744836619798,0.00805167737564672
0,75.03,0.00644636997953352,0.00831912224204379
0,75.06,0.00663093321779651,0.00860782886803513
0,75.09,0.0068295134038705,0.0089202454907179
0,75.12,0.00704366561606629,0.0092592297242875
0,75.15,0.00727519804210763,0.00962812737552288
0,75.18,0.00752621868252845,0.0100308703339468
0,75.21,0.00779919299770382,0.0104720989705136
0,75.24,0.00809701550986075,0.0109573162855119
0,75.27,0.00842309934123397,0.0114930835481691
0,75.3,0.00878148899788544,0.0120872706679409
0,75.33,0.00917700355157747,0.0127493794889474
0,75.36,0.00961541995413129,0.0134909652923004
0,75.39,0.0101037098825009,0.0143261920919052
0,75.42,0.0106503487789331,0.0152725724828913
0,75.45,0.0112657234260551,0.0163519655005812
0,75.48,0.0119626757529894,0.0175919404725332
0,75.51,0.0127572376525991,0.0190276683169518
0,75.54,0.0136696377444561,0.0207045861800418
0,75.57,0.0147257018561174,0.0226822175221543
0,75.6,0.0159588341241452,0.0250397546425114
0,75.63,0.0174128719628637,0.0278843913960966
0,75.66,0.0191462863598896,0.0313640566104151
0,75.69,0.021238506344322,0.0356873876613747
0,75.72,0.0237996940089988,0.0411559879785073
0,75.75,0.0269863075497591,0.0482182473171858
0,75.78,0.0310267337560187,0.0575624550022374
0,75.81,0.0362651811711878,0.0702844697741771
0,75.84,0.0432402870254744,0.0882029148235141
0,75.87,0.0528332739239967,0.114477774877596
0,75.9,0.0665633060743039,0.154866055326549
0,75.93,0.0872085656845124,0.220252321638912
0,75.96,0.120137545557978,0.330879419320304
0,75.99,0.175769546667081,0.515393326698126
0,76.02,0.270582685782051,0.753387921388201
0,76.05,0.419379592656788,0.831640205148681
0,76.08,0.646442632430149,0.647614609684823
0,76.11,0.875506301624244,0.434318061498243
0,76.14,0.74243668330512,0.273330727161787
0,76.17,0.439345183864094,0.17158370636455
0,76.2,0.251400940260832,0.114830933431109
0,76.23,0.154512691310751,0.0818118381889515
0,76.26,0.102410354254875,0.0611506260510617
0,76.29,0.0722059237496399,0.0474260232237461
0,76.32,0.0534561753779181,0.0378792687346294
0,76.35,0.041142723492878,0.0309938406413548
0,76.38,0.032679042975814,0.025880893148492
0,76.41,0.0266418586438648,0.0219919089144089
0,76.44,0.0222023009884548,0.018973857210253
0,76.47,0.0188537982687882,0.0165914359820121
0,76.5,0.0162737827181988,0.0146830963453014
0,76.53,0.0142495166954457,0.0131350656353115
0,76.56,0.0126363894355401,0.0118654242597269
0,76.59,0.0113334846180224,0.010814029148518
0,76.62,0.0102687408641154,0.00993595729493579
0,76.65,0.00938964821590282,0.00919713388475851
0,76.68,0.00865724937076362,0.00857135294172418
0,76.71,0.00804217400243323,0.00803820697827706
0,76.74,0.00752195793268273,0.00758162282489339
0,76.77,0.00707919413384717,0.00718880955273127
0,76.8,0.00670023412920984,0.00684949148443847
0,76.83,0.00637426083286441,0.00655534159695481
0,76.86,0.00609261659892213,0.00629955785231084
0,76.89,0.00584830952050941,0.00607654284801262
0,76.92,0.00563564611221068,0.00588165908484284
0,76.95,0.00544995484962485,0.00571104021542457
0,76.98,0.00528737586588746,0.00556144418016613
0,77.01,0.00514469939207973,0.00543013799694558
0,77.04,0.00501924050816349,0.00531480669375461
0,77.07,0.00490874122070484,0.0052134808163935
0,77.1,0.00481129330243157,0.00512447834319418
0,77.13,0.00472527704787751,0.00504635786052043
0,77.16,0.00464931233231791,0.00497788060306237
0,77.19,0.004582219256832,0.00491797952098638
0,77.22,0.00452298631698078,0.00486573395210677
0,77.25,0.00447074451862628,0.00482034879330151
0,77.28,0.0044247462253213,0.00478113730398888
0,77.31,0.004384347793711,0.00474750685779768
0,77.34,0.00434899525998822,0.00471894710039866
0,77.37,0.00431821249734843,0.00469502008061018
0,77.4,0.00429159138527058,0.00467535200744706
0,77.43,0.0042687836258869,0.00465962635379613
0,77.46,0.0042494939142157,0.00464757807909788
0,77.49,0.0042334742278809,0.0046389887873125
0,77.52,0.00422051904521559,0.0046336826683151
0,77.55,0.00421046133762903,0.00463152309919967
0,77.58,0.00420316920988772,0.00463240980302904
0,77.61,0.0041985430843231,0.00463627647983544
0,77.64,0.00419651334436588,0.00464308884002207
0,77.67,0.00419703836628682,0.00465284298073443
0,77.7,0.00420010288081385,0.00466556405610086
0,77.73,0.0042057166155941,0.00468130519964216
0,77.76,0.00421391317806785,0.00470014666424468
0,77.79,0.00422474914346838,0.00472219514903482
0,77.82,0.00423830332004294,0.00474758328893421
0,77.85,0.00425467616615738,0.0047764692844674
0,77.88,0.00427398933866052,0.00480903665351629
0,77.91,0.00429638535519761,0.00484549408952095
0,77.94,0.00432202735417098,0.00488607541123143
0,77.97,0.00435109894033092,0.00493103959308938
0,78,0.00438380410405426,0.00498067086511966
10,75,0.00303773198679524,0.0028735061162769
10,75.03,0.00305342261130503,0.002895199527714
10,75.06,0.00306918387160493,0.0029168327008805
10,75.09,0.00308500351733476,0.00293836435199391
10,75.12,0.00310087210663124,0.00295976772054718
10,75.15,0.00311678275790628,0.00298102740049155
10,75.18,0.00313273092016308,0.00300213683401263
10,75.21,0.00314871416099138,0.00302309632812658
10,75.24,0.0031647319724859,0.00304391148639627
10,75.27,0.00318078559429202,0.00306459197072151
10,75.3,0.00319687785406919,0.00308515052740499
10,75.33,0.00321301302516075,0.00310560222526746
10,75.36,0.00322919670217925,0.00312596386532882
10,75.39,0.00324543569448654,0.00314625352935394
10,75.42,0.00326173793887641,0.00316649024244375
