"angle [deg]","Freq [GHz]","AbsorbanceTE []","AbsorbanceTM []"
0,75,0.265492826479011,0.249384024312548
0,75.03,0.20680637736919,0.192452672277311
0,75.06,0.142648192336147,0.136418238185463
0,75.09,0.076554345254174,0.0757417850290123
0,75.12,0.0472445725434545,0.0475753292849393
0,75.15,0.0304278281167185,0.031027591339443
0,75.18,0.0205356432771248,0.0211311917199476
0,75.21,0.0146817066509903,0.0152378181040455
0,75.24,0.0112537735928868,0.0117994581970182
0,75.27,0.00935417079879075,0.00988809657727119
0,75.3,0.00848322698844184,0.00893685964867308
0,75.33,0.00831929098066264,0.00859325471005756
0,75.36,0.00859266131890879,0.00863438983715736
0,75.39,0.0090851056725183,0.00891717492621202
0,75.42,0.00966329373230068,0.00934854904925464
0,75.45,0.0102653073885599,0.00986735378389958
0,75.48,0.0108666244546639,0.0104330963309246
0,75.51,0.0114575199517775,0.0110188619380112
0,75.54,0.0120334151267509,0.0116067699852501
0,75.57,0.0125915900397714,0.0121850165089771
0,75.6,0.0131301844372629,0.0127459225113747
0,75.63,0.0136478888135032,0.0132846298209873
0,75.66,0.0141438184584611,0.0137982198780593
0,75.69,0.0146174328640338,0.014285112416181
0,75.72,0.0150684699276823,0.0147446516456203
0,75.75,0.0154968904846778,0.0151768194444748
0,75.78,0.0159028330121913,0.0155820354534674
0,75.81,0.0162865780040715,0.0159610171800105
0,75.84,0.0166485208057261,0.0163146818860987
0,75.87,0.0169891513809973,0.0166440777906838
0,75.9,0.0173090395010803,0.0169503359834057
0,75.93,0.017608824037659,0.0172346370706021
0,75.96,0.0178892052934225,0.0174981883730804
0,75.99,0.0181509395514891,0.0177422087405349
0,76.02,0.0183948352435824,0.0179679189175483
0,76.05,0.018621750318448,0.01817653601074
0,76.08,0.0188325905373232,0.0183692710448518
0,76.11,0.0190283085397529,0.0185473289135845
0,76.14,0.0192099036151306,0.0187119102648476
0,76.17,0.0193784221912527,0.0188642150377967
0,76.2,0.0195349591154661,0.0190054475086122
0,76.23,0.0196806598626065,0.0191368228180917
0,76.26,0.0198167238621533,0.0192595750584359
0,76.29,0.0199444091977149,0.0193749670962031
0,76.32,0.0200650390049028,0.0194843024167133
0,76.35,0.0201800099789364,0.0195889393948624
0,76.38,0.0202908035159066,0.0196903085456649
0,76.41,0.0203990001572968,0.0197899334923725
0,76.44,0.0205062982077415,0.0198894566323226
0,76.47,0.0206145376756975,0.0199906708012574
0,76.5,0.0207257310985389,0.0200955586729277
0,76.53,0.0208421034525658,0.0202063422282475
0,76.56,0.0209661444295161,0.0203255454611717
0,76.59,0.021100678404894,0.0204560746627286
0,76.62,0.02124896183603,0.0206013223042308
0,76.65,0.0214148286939744,0.0207653029742706
0,76.68,0.0216029338746145,0.0209528334064488
0,76.71,0.0218192198687882,0.0211697739910824
0,76.74,0.0220717944817839,0.0214233573141517
0,76.77,0.0223710423523592,0.0217226419046822
0,76.8,0.0227224374526084,0.0220791493798715
0,76.83,0.0231275125726337,0.0225077755814878
0,76.86,0.0236059447242745,0.023028120114808
0,76.89,0.0241842270166337,0.0236664706120123
0,76.92,0.024891150462406,0.0244588399739115
0,76.95,0.0257642912806325,0.0254557503069391
0,76.98,0.0268561353008107,0.026730018169717
0,77.01,0.028242169948751,0.0283899097784776
0,77.04,0.0300341873240799,0.0306023657714025
0,77.07,0.032403644424711,0.0336361770121767
0,77.1,0.0356249193225331,0.0379473646826719
0,77.13,0.0401606315403595,0.0443611787844607
0,77.16,0.046843796900995,0.0544977776635894
0,77.19,0.0573086219760482,0.0718910931872717
0,77.22,0.0751595694376734,0.105397229290883
0,77.25,0.1098089172813,0.181562820870344
0,77.28,0.192206248646701,0.393093599800869
0,77.31,0.413991540932373,0.839248847988683
0,77.34,0.741130205986762,0.635383936015934
0,77.37,0.724163355756995,0.301471177658652
0,77.4,0.32720533290506,0.132130484874518
0,77.43,0.156412523607806,0.0724941668328163
0,77.46,0.0914440582751894,0.0479072399743232
0,77.49,0.0623430443164084,0.0356181416360838
0,77.52,0.0474534388269922,0.0286265973795754
0,77.55,0.0391770678353039,0.0242792618281997
0,77.58,0.0344362902723714,0.0213954434156374
0,77.61,0.031865005440291,0.019386028110136
0,77.64,0.0308653346864302,0.0179315756878022
0,77.67,0.0312768944162803,0.0168482799179293
0,77.7,0.0333120352003767,0.0160268197459459
0,77.73,0.0377060866698196,0.0154035404407591
0,77.76,0.0462546442842765,0.0149494660854267
0,77.79,0.0634124799675866,0.0146760679579379
0,77.82,0.101073890933621,0.014671395492081
0,77.85,0.18647249193978,0.0151425575532884
0,77.88,0.277292112082249,0.0155307680942117
0,77.91,0.184134838554501,0.0141967051002341
0,77.94,0.0945398304681534,0.0131196677654798
0,77.97,0.0557111702505645,0.0125767472182864
0,78,0.0380966449435861,0.0122436270921726
10,75,0.648965180964288,0.0145714396878234
10,75.03,0.752983269373474,0.014876763553706
10,75.06,0.743059176458236,0.0150695009317501
10,75.09,0.635146872682703,0.0150249099017506
10,75.12,0.501840928997918,0.0151171087410974
10,75.15,0.387898590975115,0.0154628498033094
10,75.18,0.302356495550002,0.0161498349909418
10,75.21,0.240526970525461,0.0173719011902109
10,75.24,0.195864302535066,0.0196120384552938
10,75.27,0.163163342926292,0.024244181248107
10,75.3,0.138811824992071,0.0363274767547406
10,75.33,0.120482625246288,0.0842884540942329
10,75.36,0.106260916080303,0.219677322549235
10,75.39,0.0941125313487158,0.0628059809519307
10,75.42,0.0849851375385228,0.0278087550838616
10,75.45,0.077643948769209,0.0193266869086547
