"Freq [GHz]","AbsorbanceTE []","AbsorbanceTM []"
35.23,0.00187795838615246,0.00302887722703882
35.24,0.00187728546212595,0.00302618018036793
35.25,0.00187661691734076,0.00302349374906019
35.26,0.00187595280572472,0.00302081798926934
35.27,0.0018752931832493,0.00301815296008312
35.28,0.0018746381081326,0.00301549872376383
35.29,0.00187398764085522,0.00301285534580353
35.3,0.00187334184427534,0.00301022289507269
35.31,0.00187270078376855,0.00300760144401435
35.32,0.00187206452731015,0.0030049910687624
35.33,0.00187143314561955,0.00300239184932627
35.34,0.00187080671226436,0.00299980386976417
35.35,0.00187018530378402,0.0029972272183395
35.36,0.00186956899985358,0.00299466198774656
35.37,0.00186895788342645,0.00299210827531315
35.38,0.00186835204086988,0.00298956618319868
35.39,0.00186775156215258,0.00298703581863757
35.4,0.00186715654099034,0.00298451729416027
35.41,0.00186656707506461,0.00298201072788506
35.42,0.00186598326616483,0.0029795162437235
35.43,0.00186540522045164,0.00297703397174764
35.44,0.00186483304860885,0.0029745640484018
35.45,0.00186426686612207,0.00297210661688774
35.46,0.001863706793505,0.00296966182747971
35.47,0.00186315295654227,0.00296722983787556
35.48,0.00186260548656247,0.0029648108135587
35.49,0.00186206452073912,0.00296240492823985
35.5,0.00186153020239077,0.00296001236425525
35.51,0.00186100268127898,0.00295763331299781
35.52,0.00186048211400847,0.00295526797546497
35.53,0.00185996866432314,0.00295291656268004
35.54,0.00185946250354729,0.00295057929630327
35.55,0.00185896381095141,0.00294825640915242
35.56,0.00185847277424633,0.00294594814587179
35.57,0.00185798958999328,0.00294365476353387
35.58,0.00185751446414995,0.00294137653236659
35.59,0.00185704761256167,0.00293911373647759
35.6,0.00185658926154653,0.00293686667464088
35.61,0.0018561396484803,0.00293463566114083
35.62,0.00185569902249849,0.00293242102671354
35.63,0.00185526764509603,0.00293022311943114
35.64,0.00185484579093942,0.00292804230579713
35.65,0.00185443374860061,0.00292587897180729
35.66,0.00185403182143828,0.00292373352414899
35.67,0.00185364032848723,0.00292160639145811
35.68,0.00185325960542249,0.00291949802566904
35.69,0.0018528900056094,0.00291740890347203
35.7,0.00185253190119794,0.00291533952785872
35.71,0.00185218568433876,0.00291329042980459
35.72,0.00185185176847791,0.0029112621700822
35.73,0.00185153058973542,0.00290925534119846
35.74,0.00185122260837989,0.00290727056944173
35.75,0.00185092831046951,0.00290530851718229
35.76,0.0018506482095727,0.00290336988527673
35.77,0.00185038284862737,0.00290145541567355
35.78,0.00185013280198487,0.00289956589425622
35.79,0.00184989867761143,0.00289770215392571
35.8,0.00184968111940675,0.00289586507785355
35.81,0.00184948080983927,0.00289405560314515
35.82,0.00184929847264481,0.00289227472464171
35.83,0.00184913487592531,0.00289052349921859
35.84,0.0018489908354018,0.00288880305035544
35.85,0.00184886721794797,0.00288711457308133
35.86,0.00184876494551023,0.00288545933944317
35.87,0.00184868499934843,0.00288383870443243
35.88,0.00184862842462563,0.00288225411241849
35.89,0.00184859633542067,0.00288070710416566
35.9,0.00184858992033132,0.00287919932463465
35.91,0.00184861044841356,0.00287773253132784
35.92,0.001848659275833,0.00287630860357335
35.93,0.00184873785312267,0.00287492955267699
35.94,0.00184884773310867,0.00287359753302441
35.95,0.0018489905797443,0.0028723148544163
35.96,0.00184916817768876,0.00287108399549063
35.97,0.00184938244299859,0.00286990761866512
35.98,0.00184963543485916,0.00286878858656436
35.99,0.00184992936861927,0.00286772998023355
36,0.00185026663013155,0.00286673511924429
36.01,0.00185064979180227,0.0028658075841127
36.02,0.00185108163030567,0.00286495124110731
36.03,0.00185156514632578,0.00286417026987695
36.04,0.00185210358660282,0.00286346919430203
36.05,0.0018527004685277,0.00286285291690347
36.06,0.00185335960759447,0.0028623267572907
36.07,0.00185408514827701,0.0028618964953564
36.08,0.0018548815986329,0.00286156841971041
36.09,0.00185575386917103,0.00286134938211191
36.1,0.00185670731681742,0.00286124685897704
36.11,0.00185774779438741,0.00286126902067729
36.12,0.00185888170677939,0.00286142481015839
36.13,0.00186011607456138,0.00286172403201068
36.14,0.00186145860638243,0.00286217745381812
36.15,0.00186291778145842,0.00286279692167168
36.16,0.00186450294391072,0.00286359549222792
36.17,0.0018662244107045,0.00286458758389185
36.18,0.00186809359578854,0.00286578915061853
36.19,0.0018701231530347,0.00286721788209432
36.2,0.00187232714138441,0.00286889343500329
36.21,0.00187472121622645,0.00287083770106511
36.22,0.00187732285193287,0.00287307511867718
36.23,0.00188015160133037,0.00287563303634641
36.24,0.00188322939944963,0.00287854213813288
36.25,0.00188658092030514,0.00288183694338029
