"angle [deg]","Freq [GHz]","AbsorbanceTE []","AbsorbanceTM []"
0,75,0.0314728671230152,0.0315686181381983
0,75.03,0.0317132894262179,0.0318129488984359
0,75.06,0.0319488929030253,0.0320525786889713
0,75.09,0.0321784910805986,0.0322863115732814
0,75.12,0.0324008774778497,0.0325129303755022
0,75.15,0.0326148295087442,0.0327312005504022
0,75.18,0.0328191133055881,0.0329398749934662
0,75.21,0.0330124894685518,0.0331376998003976
0,75.24,0.0331937197331377,0.0333234209706363
0,75.27,0.033361574530409,0.0334957920324399
0,75.3,0.0335148413954375,0.0336535825474299
0,75.33,0.0336523341593136,0.0337955874318703
0,75.36,0.0337729028364626,0.0339206370078851
0,75.39,0.0338754440977662,0.034027607675738
0,75.42,0.0339589121961333,0.0341154330737179
0,75.45,0.0340223301907588,0.0341831155708243
0,75.48,0.0340648012961758,0.0342297379163894
0,75.51,0.0340855201669489,0.0342544748545019
0,75.54,0.0340837839168867,0.0342566044982615
0,75.57,0.0340590026653951,0.0342355192518008
0,75.6,0.0340107094036859,0.0341907360674629
0,75.63,0.0339385689804805,0.0341219058320336
0,75.66,0.0338423860215231,0.0340288216905263
0,75.69,0.0337221116194052,0.0339114261384065
0,75.72,0.0335778486601915,0.0337698167438655
0,75.75,0.0334098556906878,0.03360425040018
0,75.78,0.0332185492742897,0.0334151460539511
0,75.81,0.0330045048328225,0.0332030859066388
0,75.84,0.0327684560268916,0.0329688151446256
0,75.87,0.0325112927850767,0.03271324031413
0,75.9,0.0322340581535061,0.032437426522511
0,75.93,0.031937944200405,0.0321425937151176
0,75.96,0.0316242872748067,0.0318301123470301
0,75.99,0.0312945629852218,0.0315014988421876
0,76.02,0.0309503813340334,0.0311584113104015
0,76.05,0.0305934825189967,0.030802646078197
0,76.08,0.0302257339980432,0.0304361356868503
0,76.11,0.0298491295143094,0.0300609491279001
0,76.14,0.0294657909029936,0.0296792952326944
0,76.17,0.0290779736628334,0.0292935303227867
0,76.2,0.0286880774901757,0.0289061714831942
0,76.23,0.0282986632677723,0.0285199171704464
0,76.26,0.0279124784091583,0.0281376773549229
0,76.29,0.0275324930339065,0.0277626160843115
0,76.32,0.0271619502672551,0.0273982103368552
0,76.35,0.0268044351304342,0.027048330446418
0,76.38,0.0264639681924901,0.0267173494441871
0,76.41,0.0261451326562721,0.0264102917056753
0,76.44,0.0258532472763868,0.0261330358500764
0,76.47,0.0255946031353141,0.0258925937715273
0,76.5,0.0253767909554899,0.0256974984143571
0,76.53,0.025209159183111,0.0255583498546096
0,76.56,0.0251034647741277,0.0254885966056982
0,76.59,0.0250748141798209,0.0255056743266734
0,76.62,0.0251430518910587,0.0256327010549824
0,76.65,0.025334857720668,0.0259010629802564
0,76.68,0.0256870002105969,0.0263544695652919
0,76.71,0.0262515405536201,0.0270555187978756
0,76.74,0.0271044570478115,0.0280967251885743
0,76.77,0.0283605441391591,0.0296198585218127
0,76.8,0.0302004494450688,0.0318516269586755
0,76.83,0.0329227364049738,0.0351736671330812
0,76.86,0.037051725752655,0.0402704724845735
0,76.89,0.0435823855218247,0.0484725937762336
0,76.92,0.0546067517489341,0.0626534882893082
0,76.95,0.07519154687494,0.0899656978859934
0,76.98,0.120335592315362,0.152024494966963
0,77.01,0.247471285448671,0.330549951115638
0,77.04,0.639204645837268,0.832919926654233
0,77.07,0.955950738034973,0.951637393145044
0,77.1,0.828650262888298,0.658126121045228
0,77.13,0.332512548279781,0.262199144406516
0,77.16,0.148270739680675,0.122666856993893
0,77.19,0.0836843395326045,0.0724403869628989
0,77.22,0.0553548836727709,0.0496219971810393
0,77.25,0.0406209184824073,0.0373731855032232
0,77.28,0.0319877979748366,0.0300028923631301
0,77.31,0.0264727875549815,0.0251891668761496
0,77.34,0.0227114945576178,0.021844615620223
0,77.37,0.0200110241600984,0.0194052885750912
0,77.4,0.0179900051481672,0.0175550101068934
0,77.43,0.0164247442592956,0.016105316334899
0,77.46,0.0151771047657572,0.0149381736370342
0,77.49,0.0141580804498392,0.0139765805495254
0,77.52,0.013308236947645,0.0131685522283087
0,77.55,0.012586659299309,0.0124779510461397
0,77.58,0.0119644300113748,0.0118790115902137
0,77.61,0.0114206349594981,0.0113529517674654
0,77.64,0.0109398373430601,0.0108858087090958
0,77.67,0.0105104344444344,0.0104670185751505
0,77.7,0.0101235617487189,0.0100884618187722
0,77.73,0.00977234575596042,0.00974380745729397
0,77.76,0.00945138435157722,0.00942805398105817
0,77.79,0.00915637893078736,0.00913720232695592
0,77.82,0.00888386972188659,0.0088680192500975
0,77.85,0.00863104254113833,0.00861786364618067
0,77.88,0.00839558579415878,0.00838455740373201
0,77.91,0.00817558334842505,0.00816628821268861
0,77.94,0.00796943336110312,0.00796153560818202
0,77.97,0.00777578612529617,0.00776901411712883
0,78,0.00759349601214754,0.00758762913477973
10,75,0.0161985791740675,0.0353320884587833
10,75.03,0.0162616778784761,0.0349652336714472
10,75.06,0.0163832428277526,0.0346282495654825
10,75.09,0.0165496852644756,0.0343470463553065
10,75.12,0.0167521760868495,0.0341439772875958
10,75.15,0.016985239346093,0.0340385323847505
10,75.18,0.0172457760886117,0.0340484605773683
10,75.21,0.0175323883931875,0.0341911344639672
10,75.24,0.0178449160337876,0.0344851027157249
10,75.27,0.0181841270554538,0.0349518917731472
10,75.3,0.0185515236696282,0.0356182347070335
10,75.33,0.0189492396439219,0.0365190523992284
10,75.36,0.019380017301961,0.0377017444593092
10,75.39,0.019847263607416,0.0392327634139887
10,75.42,0.0203551982447564,0.0412082461804966
