"angle [deg]","Freq [GHz]","AbsorbanceTE []","AbsorbanceTM []"
0,75,0.0319711517603208,0.0319399078747735
0,75.03,0.0321487176233474,0.0321189166117404
0,75.06,0.0323494596717862,0.032321662654597
0,75.09,0.0325719886603814,0.0325467815610824
0,75.12,0.0328150804452674,0.0327930766950358
0,75.15,0.0330776461557423,0.0330594894734624
0,75.18,0.0333587071310288,0.0333450743345414
0,75.21,0.0336573736105164,0.0336489774237817
0,75.24,0.0339728263897485,0.0339704182154963
0,75.27,0.0343043008233285,0.0343086734527643
0,75.3,0.0346510726870463,0.0346630629180068
0,75.33,0.0350124455129424,0.0350329366459848
0,75.36,0.0353877390907953,0.0354176632693778
0,75.39,0.0357762788931462,0.0358166192496068
0,75.42,0.0361773862324938,0.0362291787961057
0,75.45,0.0365903690019731,0.0366547043191252
0,75.48,0.0370145128857927,0.0370925372954621
0,75.51,0.0374490729575958,0.0375419894578768
0,75.54,0.0378932656113324,0.038002334245091
0,75.57,0.0383462607945257,0.0384727984743853
0,75.6,0.038807174536892,0.0389525542220518
0,75.63,0.0392750617893469,0.039440710919452
0,75.66,0.0397489096103477,0.0399363076951241
0,75.69,0.0402276307572087,0.0404383060153587
0,75.72,0.0407100577616432,0.0409455826989565
0,75.75,0.0411949375891794,0.0414569234046777
0,75.78,0.0416809270028438,0.0419710167136077
0,75.81,0.0421665887708125,0.0424864489516861
0,75.84,0.0426503888767192,0.0430016999211594
0,75.87,0.0431306949074111,0.0435151397310515
0,75.9,0.0436057758072504,0.0440250269371406
0,75.93,0.0440738031979337,0.0445295082184984
0,75.96,0.0445328544688437,0.0450266198310075
0,75.99,0.0449809178418381,0.0455142910847897
0,76.02,0.0454158996073724,0.0459903500931808
0,76.05,0.0458356337121737,0.0464525320315777
0,76.08,0.0462378938533357,0.0468984901257333
0,76.11,0.0466204081975781,0.0473258095581709
0,76.14,0.0469808767968087,0.0477320244370819
0,76.17,0.0473169917130378,0.0481146379146076
0,76.2,0.0476264597962226,0.048471145469363
0,76.23,0.0479070279798108,0.0487990612827741
0,76.26,0.0481565108727127,0.0490959475420322
0,76.29,0.0483728203347343,0.0493594463954491
0,76.32,0.0485539966310099,0.0495873141746609
0,76.35,0.048698240672021,0.0497774573851592
0,76.38,0.0488039467660284,0.0499279698592947
0,76.41,0.0488697352455937,0.0500371703709707
0,76.44,0.0488944842838617,0.0501036399345159
0,76.47,0.0488773601968707,0.0501262579611265
0,76.5,0.0488178455380311,0.0501042364294878
0,76.53,0.0487157643357631,0.0500371512504546
0,76.56,0.0485713039050347,0.049924970070925
0,76.59,0.0483850327819878,0.0497680758748019
0,76.62,0.0481579144824908,0.0495672858946739
0,76.65,0.0478913169728756,0.0493238655498048
0,76.68,0.047587017953802,0.0490395373633683
0,76.71,0.0472472062979349,0.0487164850851495
0,76.74,0.046874480235865,0.0483573535405938
0,76.77,0.0464718431561544,0.0479652450439209
0,76.8,0.0460426981647958,0.0475437135397793
0,76.83,0.0455908428412651,0.0470967579756527
0,76.86,0.0451204659375061,0.0466288167576409
0,76.89,0.0446361481008516,0.046144765510809
0,76.92,0.0441428690844605,0.0456499207712588
0,76.95,0.0436460243674976,0.0451500527068126
0,76.98,0.043151454684335,0.0446514105361898
0,77.01,0.042665492723457,0.0441607650565891
0,77.04,0.0421950322876816,0.0436854736781987
0,77.07,0.0417476266386821,0.0432335747262674
0,77.1,0.0413316247631303,0.0428139196805593
0,77.13,0.0409563571626385,0.0424363547283151
0,77.16,0.04063238688851,0.0421119668862217
0,77.19,0.0403718475162295,0.0418534155510241
0,77.22,0.040188898515733,0.0416753785171846
0,77.25,0.0401003414793344,0.0415951535674866
0,77.28,0.0401264602459499,0.0416334747766183
0,77.31,0.0402921778942024,0.0418156300156568
0,77.34,0.0406286701607258,0.0421730083095581
0,77.37,0.0411756487599203,0.0427452719154785
0,77.4,0.0419846479349637,0.0435834541268287
0,77.43,0.043123846565905,0.0447544578140394
0,77.46,0.0446852972952929,0.0463477221490524
0,77.49,0.0467960289609597,0.0484853300375747
0,77.52,0.0496355654889029,0.0513377276910769
0,77.55,0.0534644230808045,0.055148881255607
0,77.58,0.0586720791262388,0.0602778486816871
0,77.61,0.0658608875757073,0.0672699981956107
0,77.64,0.0759993438325883,0.0769840277176522
0,77.67,0.0907155990774413,0.0908287584178914
0,77.7,0.11288811462048,0.111225544808342
0,77.73,0.147887617177031,0.14254980795838
0,77.76,0.206218418160666,0.193074871901285
0,77.79,0.308432161713664,0.278571811965588
0,77.82,0.486626312804203,0.424493612286435
0,77.85,0.732063521341134,0.637441739226246
0,77.88,0.852486445163638,0.808134214684922
0,77.91,0.698163789709335,0.764825503196746
0,77.94,0.452414221948713,0.5468884116372
0,77.97,0.279933249954333,0.350184925207784
0,78,0.182705718562126,0.228830700653248
10,75,0.040991091263242,0.0203410802897582
10,75.03,0.0373896775071085,0.0217252130125862
10,75.06,0.0344335297407771,0.0232740217756562
10,75.09,0.0320333022234437,0.0249852126454801
10,75.12,0.0300930827148527,0.0268440492033041
10,75.15,0.0285269220539962,0.0288189846975205
10,75.18,0.0272633073482368,0.0308583428262822
10,75.21,0.02624474383457,0.0328898617889424
10,75.24,0.0254257234320475,0.0348250161188502
10,75.27,0.0247704391969307,0.0365690752708573
10,75.3,0.0242507383081987,0.0380356939061512
10,75.33,0.0238444419066017,0.0391622738761889
10,75.36,0.0235340206232043,0.0399210522810349
10,75.39,0.0233055706138834,0.0403221267875934
10,75.42,0.0231480288024133,0.0404079543022423
