"angle [deg]","Freq [GHz]","AbsorbanceTE []","AbsorbanceTM []"
0,75,0.0282611559090278,0.0282486343946949
0,75.03,0.0284153299629324,0.0284040792688892
0,75.06,0.0285841777075515,0.0285747174710166
0,75.09,0.0287662863747025,0.0287591430118306
0,75.12,0.0289603630437026,0.0289560724221054
0,75.15,0.0291652074629458,0.0291643171240185
0,75.18,0.0293796897568973,0.0293827607305504
0,75.21,0.0296027320101446,0.0296103402496114
0,75.24,0.0298332929611214,0.0298460304136809
0,75.27,0.0300703552192,0.0300888305391104
0,75.3,0.0303129145586023,0.0303377534609313
0,75.33,0.0305599709499479,0.0305918161980235
0,75.36,0.0308105210736519,0.0308500320881184
0,75.39,0.0310635521252173,0.0311114041993704
0,75.42,0.0313180367736772,0.0313749198775537
0,75.45,0.0315729291757432,0.0316395463304374
0,75.48,0.0318271619801426,0.0319042271841506
0,75.51,0.0320796442816059,0.0321678799725426
0,75.54,0.0323292605041806,0.0324293945421417
0,75.57,0.0325748702072554,0.0326876323705153
0,75.6,0.0328153088179737,0.032941426807506
0,75.63,0.0330493892995593,0.0331895842563945
0,75.66,0.0332759047675547,0.033430886315798
0,75.69,0.033493632063771,0.0336640929026762
0,75.72,0.0337013362933805,0.0338879463736286
0,75.75,0.0338977763217897,0.0341011766542332
0,75.78,0.0340817112167984,0.0343025073759731
0,75.81,0.0342519076063477,0.0344906630057257
0,75.84,0.0344071479058476,0.034664376936744
0,75.87,0.0345462393490708,0.0348224004897497
0,75.9,0.034668023735925,0.0349635127512345
0,75.93,0.0347713877885603,0.0350865311527083
0,75.96,0.0348552739850261,0.0351903226702747
0,75.99,0.0349186917188606,0.035273815500188
0,76.02,0.0349607286129029,0.0353360110425311
0,76.05,0.034980561800257,0.0353759960057093
0,76.08,0.0349774689718647,0.0353929544265084
0,76.11,0.0349508389833427,0.035386179388879
0,76.14,0.0349001818122729,0.0353550842182578
0,76.17,0.0348251376624492,0.0352992129288435
0,76.2,0.0347254850243596,0.0352182497096499
0,76.23,0.0346011475215628,0.035112027251944
0,76.26,0.0344521994007696,0.0349805337459352
0,76.29,0.0342788695585179,0.0348239184081919
0,76.32,0.0340815440398052,0.0346424954432507
0,76.35,0.0338607669919292,0.0344367463920142
0,76.38,0.0336172401096786,0.0342073208749545
0,76.41,0.0333518206654282,0.0339550357996413
0,76.44,0.0330655182763133,0.0336808731662747
0,76.47,0.0327594906239358,0.0333859766747671
0,76.5,0.0324350384037982,0.0330716474065523
0,76.53,0.032093599848068,0.0327393389292231
0,76.56,0.0317367452319249,0.0323906522479577
0,76.59,0.0313661718478272,0.0320273311114432
0,76.62,0.0309837000117849,0.0316512582696108
0,76.65,0.0305912707616879,0.0312644533866681
0,76.68,0.0301909460247829,0.0308690734403991
0,76.71,0.029784912181696,0.0304674166000947
0,76.74,0.0293754881567071,0.0300619307897325
0,76.77,0.0289651394387501,0.0296552284313962
0,76.8,0.0285564998223748,0.0292501092646622
0,76.83,0.0281524032011816,0.0288495937003492
0,76.86,0.027755928522739,0.0284569699678446
0,76.89,0.0273704621350526,0.0280758594666733
0,76.92,0.0269997833937585,0.0277103064102631
0,76.95,0.0266481818208931,0.0273649003180501
0,76.98,0.02632061773733,0.0270449435973391
0,77.01,0.0260229438205701,0.0267566820417366
0,77.04,0.025762213610043,0.0265076246849106
0,77.07,0.025547116530121,0.0263069929837664
0,77.1,0.0253886008990849,0.0261663610431969
0,77.13,0.0253007826718659,0.0261005843558962
0,77.16,0.025302299453018,0.0261291749624827
0,77.19,0.0254183778741994,0.0262783861952659
0,77.22,0.0256840799601915,0.0265844598590588
0,77.25,0.0261495681443479,0.0270988440573321
0,77.28,0.0268889700090167,0.0278968858419973
0,77.31,0.0280159734766908,0.0290929380405966
0,77.34,0.0297127301068533,0.0308679638199657
0,77.37,0.0322869010926654,0.0335231265976489
0,77.4,0.0362933182663046,0.0375918858896028
0,77.43,0.0428200972752202,0.044097672199006
0,77.46,0.0542526274410227,0.0552238208509163
0,77.49,0.0766927176643598,0.0763712275070907
0,77.52,0.129631109361247,0.124126498864938
0,77.55,0.29685490767896,0.267282213098038
0,77.58,0.843996227054252,0.736579515184301
0,77.61,0.915659031213788,0.979238231543104
0,77.64,0.521301509400583,0.6680140230745
0,77.67,0.185401293181609,0.240424180770847
0,77.7,0.0893238887084452,0.112441093418722
0,77.73,0.0547446587682009,0.0666889095313341
0,77.76,0.0387609151269752,0.0458704866692161
0,77.79,0.0300556759836622,0.0347149120754824
0,77.82,0.0247550405993504,0.0280245774620865
0,77.85,0.0212558872502269,0.0236694800107938
0,77.88,0.0187992092003155,0.0206514863145159
0,77.91,0.0169882449534773,0.0184538662395984
0,77.94,0.015599300138576,0.0167878307187993
0,77.97,0.0144985095757361,0.0154819067017377
0,78,0.013601806938767,0.0144291564988974
10,75,0.0221487397744695,0.0167501421664071
10,75.03,0.0206772903255641,0.0178980798777187
10,75.06,0.0194927027246095,0.0191546205200875
10,75.09,0.0185517618998309,0.0205130954997514
10,75.12,0.0178106851807323,0.021957914653951
10,75.15,0.0172315250846553,0.0234626117818376
10,75.18,0.0167834976005793,0.024989025186458
10,75.21,0.0164423713517898,0.026488515606183
10,75.24,0.0161893145871725,0.0279058929485563
10,75.27,0.0160097463091994,0.0291859943294384
10,75.3,0.0158923657482707,0.0302817692052069
10,75.33,0.0158283867347023,0.0311617914792598
10,75.36,0.0158109528081024,0.0318149686000851
10,75.39,0.0158346970914149,0.0322511126390711
10,75.42,0.015895413172394,0.0324975525773307
