"Freq [GHz]","AbsorbanceTM []","AbsorbanceTE []"
30,0.00464199747176119,0.00552144607678351
30.01,0.00466884154305502,0.00555958317719007
30.02,0.0046955536265666,0.00559750403551462
30.03,0.00472213571732449,0.00563521137343292
30.04,0.00474858981184612,0.00567270791608021
30.05,0.00477491790808682,0.00570999639198733
30.06,0.00480112200544591,0.00574707953308407
30.07,0.00482720410469029,0.00578396007462578
30.08,0.00485316620798304,0.00582064075521116
30.09,0.00487901031882854,0.0058571243167308
30.1,0.00490473844205841,0.00589341350434236
30.11,0.00493035258380536,0.00592951106645023
30.12,0.0049558547514581,0.00596541975465437
30.13,0.00498124695367141,0.00600114232374338
30.14,0.00500653120033145,0.00603668153168402
30.15,0.00503170950251874,0.00607204013955309
30.16,0.00505678387248665,0.00610722091152716
30.17,0.0050817563236556,0.00614222661487718
30.18,0.00510662887056834,0.0061770600199057
30.19,0.00513140352886288,0.00621172389992886
30.2,0.00515608231528231,0.00624622103127603
30.21,0.00518066724763677,0.00628055419325091
30.22,0.00520516034475227,0.00631472616807705
30.23,0.00522956362649585,0.00634873974091699
30.24,0.00525387911368813,0.00638259769978455
30.25,0.00527810882816493,0.00641630283560335
30.26,0.00530225479268509,0.00644985794210073
30.27,0.00532631903093372,0.00648326581582159
30.28,0.00535030356753485,0.00651652925612656
30.29,0.00537421042794384,0.00654965106508787
30.3,0.00539804163851665,0.00658263404755366
30.31,0.00542179922642916,0.00661548101104925
30.32,0.00544548521969601,0.00664819476581791
30.33,0.00546910164709169,0.00668077812471324
30.34,0.00549265053822356,0.00671323390328515
30.35,0.00551613392340677,0.00674556491963341
30.36,0.00553955383372462,0.00677777399448631
30.37,0.00556291230095995,0.00680986395111172
30.38,0.00558621135758042,0.006841837615295
30.39,0.00560945303675897,0.00687369781536817
30.4,0.00563263937230385,0.00690544738212528
30.41,0.00565577239867576,0.00693708914883828
30.42,0.00567885415091507,0.00696862595118208
30.43,0.00570188666469951,0.0070000606272772
30.44,0.00572487197626259,0.00703139601762337
30.45,0.00574781212241526,0.00706263496508797
30.46,0.00577070914047839,0.00709378031486219
30.47,0.00579356506832995,0.00712483491448035
30.48,0.00581638194431477,0.00715580161373675
30.49,0.00583916180729738,0.00718668326472949
30.5,0.00586190669658171,0.00721748272177813
30.51,0.00588461865192058,0.00724820284141503
30.52,0.00590729971351756,0.0072788464824004
30.53,0.0059299519219691,0.00730941650564376
30.54,0.00595257731827414,0.00733991577421089
30.55,0.00597517794379487,0.00737034715328444
30.56,0.00599775584029538,0.00740071351018579
30.57,0.0060203130498182,0.00743101771425658
30.58,0.00604285161479601,0.00746126263695235
30.59,0.00606537357792347,0.0074914511517189
30.6,0.0060878809822128,0.00752158613403009
30.61,0.006110375870928,0.00755167046132388
30.62,0.00613286028762827,0.00758170701303351
30.63,0.00615533627609166,0.00761169867050082
30.64,0.00617780588031369,0.00764164831698
30.65,0.0062002711445337,0.00767155883763737
30.66,0.00622273411315311,0.00770143311948202
30.67,0.00624519683077807,0.00773127405138174
30.68,0.00626766134214907,0.00776108452399549
30.69,0.00629012969218856,0.00779086742980595
30.7,0.00631260392593136,0.00782062566305308
30.71,0.00633508608853728,0.00785036211972134
30.72,0.00635757822526994,0.0078800796975157
30.73,0.00638008238147048,0.00790978129583209
30.74,0.00640260060255815,0.00793946981574933
30.75,0.00642513493403252,0.00796914815999616
30.76,0.00644768742139723,0.00799881923290524
30.77,0.00647026011022112,0.0080284859404256
30.78,0.00649285504606922,0.00805815119007147
30.79,0.00651547427450483,0.0080878178908943
30.8,0.00653811984109609,0.0081174889534914
30.81,0.00656079379136099,0.00814716728992693
30.82,0.00658349817080273,0.00817685581376504
30.83,0.00660623502484314,0.00820655743998755
30.84,0.00662900639885344,0.00823627508501423
30.85,0.00665181433811823,0.00826601166664875
30.86,0.00667466088781565,0.00829577010404547
30.87,0.0066975480930368,0.00832555331773654
30.88,0.00672047799872322,0.00835536422951166
30.89,0.00674345264970777,0.00838520576249313
30.9,0.00676647409064779,0.00841508084101694
30.91,0.00678954436605783,0.00844499239067797
30.92,0.00681266552026405,0.00847494333824961
30.93,0.00683583959740841,0.00850493661168072
30.94,0.00685906864143648,0.00853497514006729
30.95,0.00688235469608145,0.00856506185361916
30.96,0.0069056998048308,0.00859519968360589
30.97,0.0069291060109441,0.00862539156236486
30.98,0.00695257535741878,0.00865564042324241
30.99,0.00697610988702102,0.00868594920061139
31,0.00699971164217883,0.00871632082973584
31.01,0.00702338266507763,0.00874675824686433
31.02,0.00704712499758897,0.00877726438912185
31.03,0.00707094068123881,0.00880784219446584
31.04,0.00709483175726444,0.00883849460172526
31.05,0.00711880026652456,0.00886922455047878
31.06,0.00714284824955091,0.00890003498109804
31.07,0.00716697774647812,0.00893092883464452
31.08,0.00719119079709074,0.0089619090528984
31.09,0.00721548944076955,0.00899297857828307
31.1,0.00723987571646922,0.00902414035380472
31.11,0.00726435166275263,0.00905539732308436
31.12,0.00728891931773801,0.00908675243026968
31.13,0.00731358071909816,0.00911820861999879
31.14,0.00733833790404204,0.00914976883736152
31.15,0.00736319290932019,0.00918143602789023
31.16,0.00738814777120056,0.00921321313748702
31.17,0.00741320452542304,0.00924510311236171
31.18,0.00743836520726893,0.0092771088990703
31.19,0.00746363185144372,0.00930923344436374
31.2,0.00748900649215289,0.00934147969523924
31.21,0.00751449116303327,0.00937385059883167
31.22,0.00754008789714145,0.00940634910237792
31.23,0.00756579872699481,0.0094389781532247
31.24,0.00759162568449412,0.00947174069870127
31.25,0.0076175708009204,0.00950463968610604
