"Freq [GHz]","AbsorbanceTM []","AbsorbanceTE []"
70,0.00917115282221947,0.0113919426589921
70.05,0.00891003589629991,0.0109090471204206
70.1,0.00899500063698766,0.010487437932623
70.15,0.00929372395996697,0.0101243555053345
70.2,0.00971396663642698,0.00981640471425504
70.25,0.010191787598048,0.00955990090940795
70.3,0.010683359476089,0.00935109715884452
70.35,0.0111592426672417,0.00918633236254385
70.4,0.0116003502744279,0.00906212658641348
70.45,0.0119950852528501,0.00897524127909877
70.5,0.0123372968586467,0.00892271629991603
70.55,0.0126248144519988,0.00890189187140078
70.6,0.0128583914754692,0.00891042101457362
70.65,0.0130409431955281,0.00894627630445377
70.7,0.0131769965423184,0.00900775362220629
70.75,0.0132722943597383,0.00909347479679112
70.8,0.0133335130590663,0.00920239050359228
70.85,0.0133680643685754,0.0093337844406689
70.9,0.01338396013954,0.00948727958005324
70.95,0.0133897250566288,0.0096628471589798
71,0.0133943463152165,0.00986081900519287
71.05,0.0134072523606793,0.0100819037703475
71.1,0.0134383149619363,0.0103272076604476
71.15,0.0134978704402904,0.0105982602967899
71.2,0.0135967569425347,0.0108970464086366
71.25,0.0137463653277371,0.0112260441452969
71.3,0.0139587015777722,0.0115882708936283
71.35,0.0142464586595062,0.0119873375920833
71.4,0.0146230954444132,0.012427512632418
71.45,0.0151029195881173,0.0129137965184816
71.5,0.0157011701252706,0.0134520084812719
71.55,0.0164340938721566,0.0140488861894617
71.6,0.0173190074851953,0.014712199476303
71.65,0.0183743341859267,0.0154508785275421
71.7,0.0196196008230529,0.0162751560794779
71.75,0.0210753773840546,0.0171967216242326
71.8,0.0227631377741774,0.0182288830470944
71.85,0.0247050179745668,0.0193867269929129
71.9,0.0269234438125074,0.020687262788178
71.95,0.0294405840424483,0.0221495248092338
72,0.0322775057681979,0.023794593220159
72.05,0.0354525769696636,0.0256454709399773
72.1,0.0389773495390012,0.0277267229994743
72.15,0.0428430912929081,0.0300637404621353
72.2,0.0469718208472486,0.0326814330596294
72.25,0.0510390018808572,0.0356020841411554
72.3,0.0539643790746314,0.0388420280063063
72.35,0.0537560490123942,0.042406759228386
72.4,0.0514650839062949,0.0462841116324176
72.45,0.0513974941881746,0.0504353507513917
72.5,0.0533226728397763,0.0547845565132949
72.55,0.0554682392311653,0.0592076961449146
72.6,0.0570188660230511,0.0635243557193537
72.65,0.0577208305890288,0.0674969045650967
72.7,0.0575316353518273,0.0708429257347271
72.75,0.0565020110620154,0.0732653716846046
72.8,0.0547354829175064,0.0744995755196624
72.85,0.0523667458968932,0.0743675571801937
72.9,0.0495442920501187,0.072822313681132
72.95,0.0464155715629427,0.069964350502758
73,0.0431156615385886,0.0660225189057768
73.05,0.0397601198270855,0.061306372367429
73.1,0.0364418219119839,0.0561480728491892
73.15,0.033230937981768,0.0508523227457613
73.2,0.030176976726391,0.0456649488380091
73.25,0.0273119065458659,0.0407612632310517
73.3,0.0246536043122606,0.0362492421679627
73.35,0.0222091494119205,0.0321809088968878
73.4,0.0199777064635627,0.0285664807542353
73.45,0.0179529005071062,0.0253878970390163
73.5,0.0161246872527536,0.022610122509398
73.55,0.0144807726786149,0.0201897706270271
73.6,0.0130076566604252,0.0180811932958983
73.65,0.011691377311276,0.0162404372965915
73.7,0.010518025341944,0.01462753525697
73.75,0.00947408668742,0.0132075786203681
73.8,0.00854666006387306,0.0119509607624624
73.85,0.00772358559777542,0.0108331038313217
73.9,0.00699351181165975,0.00983390604710233
73.95,0.00634592114911636,0.00893707550474521
74,0.0057711287149016,0.00812945719612979
74.05,0.00526026474056385,0.00740041424940274
74.1,0.0048052481946933,0.00674129200024132
74.15,0.00439875670210832,0.0061449725474495
74.2,0.00403419631300328,0.00560551526853392
74.25,0.003705673514242,0.00511787275595899
74.3,0.00340797107248736,0.0046776695604942
74.35,0.00313652875119275,0.00428103133166602
74.4,0.00288742957824439,0.00392445328678348
74.45,0.00265739210762628,0.0036046987082724
74.5,0.00244376897764287,0.00331871995822741
74.55,0.00224455199538331,0.00306359611026663
74.6,0.00205838394785451,0.00283648264972736
74.65,0.00188457734625025,0.00263456978039778
74.7,0.00172314033559018,0.00245504671889796
74.75,0.00157481004362614,0.00229506999739759
74.8,0.00144109369327028,0.00215173426935023
74.85,0.00132431785849951,0.00202204445806964
74.9,0.00122768630055636,0.00190288833343988
74.95,0.00115534687606156,0.00179100877210681
75,0.00111246805910792,0.00168297507069171
75.05,0.000982351414262506,0.00149330758998312
75.1,0.000871509587919594,0.00133196434140759
75.15,0.000778438672382475,0.00119615961462749
75.2,0.00070176606245953,0.00108322368432456
75.25,0.000640271762105127,0.000990617996085352
75.3,0.000592917345028865,0.000915952731119551
75.35,0.000558886767133004,0.000857008261630265
75.4,0.000537645742759052,0.000811762800040028
75.45,0.000529030722560386,0.000778429859336072
75.5,0.000533386184336848,0.000755511399173403
75.55,0.000551783053681754,0.000741876582116996
75.6,0.000586378061938175,0.000736883702774693
75.65,0.000641027965016194,0.000740578187522378
75.7,0.000722387148292869,0.000754032831709828
75.75,0.000841976309664316,0.000779976157551543
75.8,0.00102034547833851,0.00082407206033519
75.85,0.00129618526298736,0.00089791660135774
75.9,0.00174869333222771,0.00102769000139502
75.95,0.00256322127395603,0.00128894587331885
76,0.00431149240401418,0.00205968555540725
76.05,0.0142936341438177,0.0148318613596383
76.1,0.0207928823180654,0.00629443818501219
76.15,0.0871126501104874,0.00525308010977266
76.2,0.191314895456511,0.00803313855922538
76.25,0.0331797837301563,0.0123957376814984
76.3,0.0128006741506892,0.0355730047994796
76.35,0.00922569691373831,0.231482021121801
76.4,0.00540861551676375,0.131423707032613
76.45,0.00370363159882336,0.0311711669383958
76.5,0.00368771259068501,0.0150686111773694
76.55,0.0908464750622537,0.0901275383945377
76.6,0.00673717136804797,0.00954525666446904
76.65,0.00333434121287868,0.00529666132876638
76.7,0.00259883973614361,0.00396256384926952
76.75,0.00229969667259722,0.0033291848585697
76.8,0.00216203228760714,0.00302710821388918
76.85,0.00211251566494108,0.00292585849869176
76.9,0.00212431773446597,0.00295886844232274
76.95,0.00218644925891187,0.00308193047372951
77,0.00229483003573394,0.00326041476363681
77.05,0.00244890387730223,0.00346621855912843
