Frequency_GHz,Abs0deg,Abs10deg,Abs20deg
76.7074148297,5.8588308873844e-05,3.39998314358325e-05,3.39998314358325e-05
76.7134268537,5.9544188842488e-05,3.43548735017182e-05,3.43548735017182e-05
76.7194388778,6.03153847735799e-05,3.47229548894872e-05,3.47229548894872e-05
76.7254509018,6.01306972323887e-05,3.48887072652885e-05,3.48887072652885e-05
76.7314629259,6.09735203436232e-05,3.52858311545851e-05,3.52858311545851e-05
76.7374749499,6.11265849557385e-05,3.5369373908826e-05,3.5369373908826e-05
76.7434869739,6.14839973056166e-05,3.514868859609e-05,3.514868859609e-05
76.749498998,6.06666802035259e-05,3.55767863110203e-05,3.55767863110203e-05
76.755511022,6.11831206442794e-05,3.57519247044086e-05,3.57519247044086e-05
76.7615230461,6.19622430204101e-05,3.6090435777667e-05,3.6090435777667e-05
76.7675350701,6.25816720092317e-05,3.6566707186257e-05,3.6566707186257e-05
76.7735470942,6.25918299243152e-05,3.62149293360461e-05,3.62149293360461e-05
76.7795591182,6.26959230855606e-05,3.63395650052844e-05,3.63395650052844e-05
76.7855711423,6.24911351225554e-05,3.67615992624246e-05,3.67615992624246e-05
76.7915831663,6.33069860571197e-05,3.73207480334502e-05,3.73207480334502e-05
76.7975951904,6.44022958821648e-05,3.68588310703255e-05,3.68588310703255e-05
76.8036072144,6.47273866515964e-05,3.75993679688519e-05,3.75993679688519e-05
76.8096192385,6.56684098497953e-05,3.78442339091843e-05,3.78442339091843e-05
76.8156312625,6.5994286340864e-05,3.76232109383822e-05,3.76232109383822e-05
76.8216432866,6.52935170292996e-05,3.79512972337344e-05,3.79512972337344e-05
76.8276553106,6.68722477428769e-05,3.82357966560099e-05,3.82357966560099e-05
76.8336673347,6.68339295555829e-05,3.85841445608222e-05,3.85841445608222e-05
76.8396793587,6.69341392357393e-05,3.8269461343123e-05,3.8269461343123e-05
76.8456913828,6.78996965371091e-05,3.92124918542199e-05,3.92124918542199e-05
76.8517034068,6.89525460675206e-05,3.93955961695342e-05,3.93955961695342e-05
76.8577154309,6.94950906146579e-05,3.97152004939249e-05,3.97152004939249e-05
