"Freq [GHz]","AbsorbanceTM []"
30,0.00530113274407362
30.01,0.00529044231162767
30.02,0.00527979865025785
30.03,0.00526920144310616
30.04,0.00525865037576267
30.05,0.00524814513627425
30.06,0.00523768541512615
30.07,0.00522727090521324
30.08,0.00521690130183616
30.09,0.00520657630270904
30.1,0.005196295607934
30.11,0.00518605891998125
30.12,0.00517586594367869
30.13,0.00516571638623453
30.14,0.0051556099571437
30.15,0.00514554636828801
30.16,0.00513552533382133
30.17,0.00512554657023456
30.18,0.00511560979628434
30.19,0.00510571473302124
30.2,0.00509586110375915
30.21,0.00508604863407358
30.22,0.0050762770517867
30.23,0.00506654608692547
30.24,0.00505685547178281
30.25,0.00504720494080402
30.26,0.00503759423068062
30.27,0.00502802308024375
30.28,0.00501849123054332
30.29,0.0050089984247319
30.3,0.00499954440814276
30.31,0.00499012892825201
30.32,0.00498075173461043
30.33,0.00497141257893718
30.34,0.00496211121500334
30.35,0.00495284739867086
30.36,0.00494362088790345
30.37,0.00493443144269268
30.38,0.00492527882507987
30.39,0.00491616279914942
30.4,0.00490708313101462
30.41,0.00489803958879342
30.42,0.00488903194258594
30.43,0.00488005996450003
30.44,0.00487112342859486
30.45,0.00486222211090803
30.46,0.00485335578941237
30.47,0.00484452424403281
30.48,0.00483572725658543
30.49,0.00482696461084364
30.5,0.0048182360924296
30.51,0.0048095414888758
30.52,0.00480088058959427
30.53,0.00479225318584231
30.54,0.00478365907073508
30.55,0.00477509803922127
30.56,0.00476656988807522
30.57,0.00475807441588427
30.58,0.00474961142302321
30.59,0.00474118071165863
30.6,0.00473278208575667
30.61,0.00472441535099766
30.62,0.00471608031485926
30.63,0.00470777678652978
30.64,0.00469950457691393
30.65,0.00469126349866755
30.66,0.00468305336610664
30.67,0.00467487399527122
30.68,0.00466672520383882
30.69,0.0046586068111889
30.7,0.00465051863831989
30.71,0.00464246050790751
30.72,0.0046344322442281
30.73,0.00462643367318294
30.74,0.00461846462225968
30.75,0.00461052492058656
30.76,0.00460261439880194
30.77,0.004594732889175
30.78,0.00458688022549958
30.79,0.00457905624311306
30.8,0.00457126077889436
30.81,0.00456349367123743
30.82,0.00455575476004644
30.83,0.00454804388672281
30.84,0.00454036089415288
30.85,0.00453270562670038
30.86,0.00452507793016632
30.87,0.00451747765184973
30.88,0.00450990464043199
30.89,0.00450235874606275
30.9,0.00449483982027776
30.91,0.00448734771603909
30.92,0.00447988228769203
30.93,0.00447244339094299
30.94,0.00446503088289718
30.95,0.00445764462201204
30.96,0.0044502844680665
30.97,0.00444295028219654
30.98,0.0044356419268512
30.99,0.00442835926579987
31,0.00442110216410652
31.01,0.00441387048811104
31.02,0.00440666410547064
31.03,0.00439948288507319
31.04,0.00439232669707834
31.05,0.00438519541287152
31.06,0.00437808890510349
31.07,0.00437100704761617
31.08,0.0043639497154806
31.09,0.0043569167849874
31.1,0.00434990813356961
31.11,0.00434292363987732
31.12,0.00433596318371066
31.13,0.0043290266460464
31.14,0.00432211390898185
31.15,0.00431522485577129
31.16,0.0043083593708021
31.17,0.0043015173395291
31.18,0.00429469864857679
31.19,0.00428790318561778
31.2,0.00428113083942927
31.21,0.00427438149984949
31.22,0.00426765505777638
31.23,0.00426095140518845
31.24,0.00425427043506843
31.25,0.00424761204146074
31.26,0.00424097611941121
31.27,0.00423436256499776
31.28,0.0042277712752864
31.29,0.00422120214831934
31.3,0.00421465508314856
31.31,0.00420812997978814
31.32,0.00420162673920543
31.33,0.00419514526332887
31.34,0.00418868545502238
31.35,0.00418224721809557
31.36,0.00417583045724945
31.37,0.0041694350781315
31.38,0.00416306098726382
31.39,0.00415670809209479
31.4,0.00415037630092985
31.41,0.00414406552294955
31.42,0.00413777566820672
31.43,0.00413150664762341
31.44,0.00412525837294098
31.45,0.00411903075675046
31.46,0.00411282371246824
31.47,0.0041066371543319
31.48,0.00410047099739974
31.49,0.00409432515750008
31.5,0.0040881995512716
31.51,0.00408209409613625
31.52,0.00407600871027902
31.53,0.00406994331265997
31.54,0.00406389782299321
31.55,0.00405787216171904
31.56,0.00405186625004172
31.57,0.00404588000988826
31.58,0.00403991336388787
31.59,0.00403396623540175
31.6,0.00402803854849543
31.61,0.0040221302279061
31.62,0.00401624119906696
31.63,0.00401037138811478
31.64,0.00400452072180557
31.65,0.00399868912760548
31.66,0.00399287653359692
31.67,0.00398708286852512
31.68,0.0039813080617761
31.69,0.00397555204333522
31.7,0.00396981474384617
31.71,0.00396409609453674
31.72,0.00395839602724957
31.73,0.00395271447441925
31.74,0.00394705136907092
31.75,0.00394140664481091
31.76,0.00393578023581165
31.77,0.00393017207683233
31.78,0.00392458210314972
31.79,0.00391901025062136
31.8,0.00391345645564611
31.81,0.00390792065513901
31.82,0.00390240278654597
31.83,0.00389690278785648
31.84,0.00389142059754222
31.85,0.00388595615458998
31.86,0.00388050939850959
31.87,0.003875080269238
31.88,0.00386966870726113
31.89,0.0038642746535108
31.9,0.00385889804938411
31.91,0.00385353883675976
31.92,0.00384819695795857
31.93,0.00384287235575287
31.94,0.00383756497333465
31.95,0.00383227475437342
31.96,0.00382700164292626
31.97,0.00382174558349968
31.98,0.00381650652099885
31.99,0.00381128440073286
32,0.00380607916843778
32.01,0.00380089077022361
32.02,0.00379571915258448
32.03,0.00379056426239766
32.04,0.00378542604693688
32.05,0.00378030445383271
32.06,0.00377519943106119
32.07,0.0037701109269761
32.08,0.00376503889029134
32.09,0.00375998327002736
32.1,0.00375494401559173
32.11,0.00374992107668581
32.12,0.00374491440334668
32.13,0.00373992394594935
