"Freq [GHz]","AbsorbanceTM []","AbsorbanceTE []"
75,0.0327792799408799,0.0327214005663019
75.03,0.0329782600543642,0.0329189712000217
75.06,0.0331998048781857,0.0331385779456425
75.09,0.0334426155932367,0.0333789035636143
75.12,0.0337055387330619,0.0336387732619797
75.15,0.0339875396678608,0.0339171283042988
75.18,0.0342876799640954,0.034213003485616
75.21,0.0346050978326066,0.0345255076955728
75.24,0.0349389910425282,0.0348538069519805
75.27,0.0352886018059408,0.0351971094157232
75.3,0.0356532032381077,0.0355546519977739
75.33,0.0360320870778038,0.0359256882489186
75.36,0.0364245524152581,0.0363094772859166
75.39,0.0368298952275319,0.0367052735603364
75.42,0.0372473985640078,0.0371123173193357
75.45,0.0376763232614178,0.0375298256445836
75.48,0.038115899098928,0.0379569839866707
75.51,0.0385653163325899,0.0383929381411695
75.54,0.0390237175739421,0.0388367866378024
75.57,0.0394901900016716,0.0392875735379339
75.6,0.0399637579185339,0.039744281658328
75.63,0.0404433756881623,0.0402058262605646
75.66,0.040927921108867,0.0406710492667645
75.69,0.0414161893035302,0.0411387140824931
75.72,0.0419068872266114,0.041607501127469
75.75,0.042398628910901,0.0420760041935296
75.78,0.0428899315975326,0.0425427277668784
75.81,0.043379212912052,0.0430060854669552
75.84,0.0438647892674539,0.0434643997678658
75.87,0.0443448756894997,0.0439159031775999
75.9,0.0448175872708334,0.0443587410558938
75.93,0.0452809424664785,0.0447909762517802
75.96,0.0457328684429459,0.0452105957354646
75.99,0.0461712086852794,0.0456155193853673
76.02,0.0465937330495713,0.0460036110689948
76.05,0.0469981504215941,0.0463726921248397
76.08,0.0473821241038879,0.0467205573110322
76.11,0.0477432900038358,0.0470449932352931
76.14,0.048079277633468,0.0473437992198835
76.17,0.0483877338584006,0.0476148104857297
76.2,0.0486663492498688,0.0478559234633844
76.23,0.0489128868023906,0.0480651229575394
76.26,0.0491252126833355,0.0482405108095019
76.29,0.049301328582817,0.0483803356216943
76.32,0.0494394051398156,0.0484830230360886
76.35,0.049537815835589,0.0485472059964542
76.38,0.049595170677741,0.0485717543806624
76.41,0.0496103489512051,0.0485558033663577
76.44,0.0495825302933378,0.0484987798970506
76.47,0.0495112233632166,0.0484004266484983
76.5,0.0493962914242562,0.0482608229598075
76.53,0.0492379742477267,0.0480804022919884
76.56,0.0490369058703792,0.0478599659054373
76.59,0.048794127904358,0.0476006926086686
76.62,0.048511098294354,0.0473041446160076
76.65,0.0481896956442472,0.0469722697613298
76.68,0.0478322194857034,0.0466074005418873
76.71,0.0474413871273142,0.046212250705692
76.74,0.0470203280033232,0.0457899103489042
76.77,0.0465725767275508,0.0453438407504335
76.8,0.0461020663567762,0.0448778704492125
76.83,0.045613123677769,0.0443961943675163
76.86,0.0451104686692518,0.0439033781215352
76.89,0.0445992206713101,0.0434043700588957
76.92,0.0440849142520585,0.042904524059506
76.95,0.043573528337752,0.0424096367804587
76.98,0.0430715329352135,0.0419260038944262
77.01,0.0425859588119376,0.0414605010653409
77.04,0.0421244969428798,0.0410206970797161
77.07,0.0416956365702655,0.0406150089261849
77.1,0.0413088536268931,0.0402529120152783
77.13,0.0409748654547966,0.0399452236504445
77.16,0.0407059738265296,0.0397044850525317
77.19,0.0405165271959526,0.0395454778777392
77.22,0.0404235463685176,0.0394859271262953
77.25,0.0404475777719794,0.0395474666361911
77.28,0.0406138691371936,0.0397569810060709
77.31,0.0409540101675027,0.0401484972510529
77.34,0.0415082567910955,0.0407658954215182
77.37,0.0423288812695539,0.0416668658385916
77.4,0.0434850966836166,0.0429288091101184
77.43,0.0450704577587498,0.0446578433966548
77.46,0.0472142642925276,0.0470029264812097
77.49,0.0500996339627785,0.0501786723494376
77.52,0.0539930746593077,0.0545034904580117
77.55,0.0592946658348268,0.0604658484175763
77.58,0.0666268275824938,0.0688445651685634
77.61,0.0769990026920151,0.0809383245784709
77.64,0.0921301095314002,0.0990284506059308
77.67,0.115118326269802,0.127367563650817
77.7,0.151913581498096,0.174396507176651
77.73,0.214630568794974,0.257674461069946
77.76,0.32787197960448,0.411791511621796
77.79,0.526543156031823,0.669903222904705
77.82,0.773367461295887,0.896759991366141
77.85,0.884918389492647,0.829960714843979
77.88,0.729914554501326,0.571792959716023
77.91,0.469308758995754,0.343646641353457
77.94,0.290770368300976,0.213112894099857
77.97,0.190653546755496,0.143158377245219
78,0.133772288177465,0.10336807290483
