"angle [deg]","Freq [GHz]","AbsorbanceTM []","AbsorbanceTE []"
30,75.84,0.0122755107684824,0.00343793869357167
30,75.87,0.0173024859995272,0.00387925046607906
30,75.9,0.0280580361095917,0.00476819659712402
30,75.93,0.0595841047174089,0.00714275682717236
30,75.96,0.25685354018922,0.0191894186303809
30,75.99,0.406160545057435,0.866377026414998
30,76.02,0.0278619842909619,0.0142198185997237
30,76.05,0.0222867348093109,0.00507355250340491
30,76.08,0.712227557964066,0.00352354303517211
30,76.11,0.0739877683316652,0.00303647710699029
30,76.14,0.0276352822144104,0.00286658401348117
30,76.17,0.0158907153429081,0.00281929102472367
30,76.2,0.0109763814421572,0.00283743235158829
30,76.23,0.00840777919502111,0.00290452525231522
30,76.26,0.00688764589879731,0.00302371095500298
30,76.29,0.00591582976003568,0.00321656977027074
30,76.32,0.00526378537475292,0.00353714715021636
30,76.35,0.00481582699983452,0.00412195947612171
30,76.38,0.00451174882351091,0.00538565045244599
30,76.41,0.00432670085045561,0.00913726533346437
30,76.44,0.00427740492497852,0.0337257385626836
30,76.47,0.00450831721371781,0.256838675053498
30,76.5,0.0062984236735818,0.0129106396823074
30,76.53,0.130446697883058,0.00521795680453196
30,76.56,0.0039104992813459,0.00356191666758554
30,76.59,0.00327352375709533,0.00297757839180368
30,76.62,0.00316509329600501,0.00271844197280369
30,76.65,0.0031287503066989,0.00258828964744529
30,76.68,0.00311427074176762,0.0025184025987901
30,76.71,0.00311128929383586,0.00248000824564643
30,76.74,0.00311703340722669,0.00245949100481202
30,76.77,0.00313085225784382,0.0024498120844938
30,76.8,0.00315296476016236,0.00244708765937895
30,76.83,0.00318415978719688,0.00244907232453617
30,76.86,0.00322579084807106,0.00245443034010373
30,76.89,0.00327991905938885,0.00246236324241977
30,76.92,0.00334959884067432,0.00247241143580779
30,76.95,0.00343937301710762,0.00248434713485846
30,76.98,0.00355613208284777,0.00249811958011303
30,77.01,0.00371066200424564,0.00251383430577734
30,77.04,0.00392058799145967,0.00253175976169862
30,77.07,0.00421637663677443,0.00255236301625783
30,77.1,0.00465470419149383,0.00257638575003827
30,77.13,0.00535185411009831,0.00260498754837346
30,77.16,0.00658119889855779,0.00264001696263028
30,77.19,0.00912948704119432,0.00268455563761605
30,77.22,0.0161676321848475,0.00274416059768556
30,77.25,0.0535912974262236,0.00283100998050367
30,77.28,0.505880078474842,0.00303005307586357
30,77.31,0.0274735934494839,0.00317150147841538
30,77.34,0.0084834811855371,0.00362706513478839
30,77.37,0.00477471134056762,0.00496005215870388
30,77.4,0.00356530303587821,0.0140355348744645
30,77.43,0.00309355748599849,0.0855331507545682
30,77.46,0.00294604018108069,0.00579596315739317
30,77.49,0.00307788125210529,0.00357934505503699
